pathway	external_id	source	hgnc_symbol_ids
Activation of kainate receptors upon glutamate binding	R-HSA-451326	Reactome	GRIK3,DLG1,DLG3,CALM2,DLG4,CALM1,GNG10,GNG11,GNG12,GNG13,GNGT2,PLCB1,PLCB2,PLCB3,GNB5,GNB4,GNB1,GNB3,GNB2,CALM3,GRIK1,GRIK2,NCALD,GRIK4,GRIK5,GNG7,GNG4,GNG5,GNG2,GNG3,GNGT1,GNG8
Regulation of cortical dendrite branching	R-HSA-8985801	Reactome	ROBO1,ROBO2,SLIT1,NCK2
Cyclin A:Cdk2-associated events at S phase entry	R-HSA-69656	Reactome	PTK6,CDKN1B,CDKN1A,RPS27A,AKT1,AKT2,AKT3,SKP2,CCNA1,CCNE2,CCNE1,CKS1B,RB1,UBA52,WEE1,CUL1,CDC25B,CDC25A,CDK7,CCNA2,MNAT1,CCND1,FZR1,SKP1,CDK2,CDK4,UBB,UBC,CCNH
Collagen biosynthesis and modifying enzymes	R-HSA-1650814	Reactome	COLGALT2,COL10A1,COLGALT1,COL11A1,COL11A2,P4HA2,P4HA3,P4HA1,ADAMTS14,COL3A1,COL5A1,COL2A1,COL4A1,TLL1,TLL2,ADAMTS3,ADAMTS2,PLOD2,PLOD3,PLOD1,COL27A1,P3H3,P3H2,P3H1,COL26A1,PCOLCE,GPR162,COL28A1,CRTAP,COL8A2,COL8A1,COL25A1,COL6A1,COL9A3,COL18A1,P4HB,COL9A2,COL19A1,COL9A1,COL5A2,COL4A6,COL4A5,COL4A4,COL4A3,COL4A2,COL23A1,COL24A1,COL16A1,COL6A3,COL17A1,COL15A1,COL7A1,BMP1,COL5A3,COL22A1,COL14A1,PPIB,COL13A1,COL1A2,COL1A1,COL21A1,SERPINH1,COL6A2,COL6A5,COL20A1,COL12A1,COL6A6
Glycosphingolipid metabolism	R-HSA-1660662	Reactome	UGCG,HEXB,B4GALNT1,ENPP7,GBA,UGT8,GLA,STS,ARSI,SMPD4,SMPD1,ARSJ,SMPD3,SMPD2,SUMF2,SUMF1,ASAH1,ASAH2,ESYT1,ESYT2,ESYT3,GLTP,GBA2,GBA3,ARSH,CPTP,GALC,ARSD,ARSF,ARSG,ARSA,B3GALNT1,HEXA,GM2A,PSAP,CERK,GLB1,ARSK,ARSL,CTSA,GLB1L,NEU4,ARSB,NEU1,NEU2,NEU3
Sphingolipid metabolism	R-HSA-428157	Reactome	CERS6,CERS4,CERS5,CERS2,CERS3,CERS1,SPTLC2,SPTLC3,SPTLC1,ENPP7,CSNK1G2,GM2A,FA2H,UGCG,GBA,ALDH3A2,SPTSSA,SPTSSB,SUMF2,SUMF1,PPM1L,GBA2,GBA3,SAMD8,SGPL1,KDSR,PSAP,PRKD1,PRKD2,GLB1L,PRKD3,UGT8,GLA,VAPB,VAPA,SMPD4,SMPD1,SMPD3,SMPD2,SGPP2,SGPP1,PLPP1,PLPP3,PLPP2,GLTP,CERT1,GALC,DEGS1,DEGS2,B3GALNT1,GLB1,HEXA,NEU4,NEU1,NEU2,NEU3,SPHK2,SPHK1,B4GALNT1,ARSI,SPNS2,SGMS2,SGMS1,ACER2,ACER3,ACER1,ASAH1,ASAH2,ESYT1,ESYT2,ESYT3,CPTP,ALDH3B2,ALDH3B1,STS,ARSD,ARSF,ARSG,ARSA,ARSB,ARSL,HEXB,ARSH,CERK,ARSJ,ARSK,CTSA
Signal regulatory protein family interactions	R-HSA-391160	Reactome	SIRPG,SRC,PTK2,SIRPA,SKAP2,PTPN11,PTPN6,TYROBP,PTK2B,GRB2,SIRPB1,FYB1,CD47
RNA Polymerase II Transcription Termination	R-HSA-73856	Reactome	SLBP,NCBP1,NCBP2,CSTF2T,PAPOLA,SYMPK,POLDIP3,DHX38,FYTTD1,SRSF11,CPSF7,NUDT21,CPSF4,CPSF3,CPSF2,CPSF1,SRSF5,SRSF4,ALYREF,SRSF6,SRSF1,RBM8A,SRSF3,DDX39A,U2AF1,THOC7,U2AF2,SRSF9,SRSF7,LSM10,LSM11,PCF11,DNAJC14,ZC3H11A,FIP1L1,ZNF473,MAGOH,PABPN1,UPF3B,RNPS1,CHTOP,CSTF1,DDX39B,LUZP4,U2AF1L4,SNRPB,THOC3,THOC2,THOC1,SNRPF,THOC6,THOC5,SNRPE,CASC3,SNRPD3,CLP1,SNRPG,SRSF2,MAGOHB,SLU7,CSTF3,CSTF2,SRRM1,SARNP,WDR33,CDC40,EIF4A3
serotonin degradation	PWY-6313	HumanCyc	ADH6,ALDH3A2,SULT1A4,SLX1B,SULT1A1,ALDH2,SULT1A2,MAOA,ADH1C,UGT2B11,ADH1A,UGT2B10,SULT1A3,ADH1B
POLB-Dependent Long Patch Base Excision Repair	R-HSA-110362	Reactome	PARG,PARP1,PARP2,APEX1,FEN1,LIG1,POLB
Inactivation of CDC42 and RAC1	R-HSA-428543	Reactome	RAC1,ROBO1,SRGAP1,SRGAP3,SRGAP2,SLIT2,ARHGAP39,CDC42
ABC-family proteins mediated transport	R-HSA-382556	Reactome	RPS27A,SEL1L,PEX19,EIF2S1,APOA1,EIF2S3,EIF2S2,ABCA4,ABCF1,ABCC9,ABCB1,DERL1,DERL2,ABCC11,ABCB7,ABCB6,ABCB5,ABCB4,ABCD1,ABCB9,ABCB8,ABCA3,OS9,KCNJ11,ERLEC1,ABCA12,VCP,ABCB10,DERL3,ABCC3,ABCD3,ABCC10,ABCG5,ABCA10,ABCG1,PEX3,ABCD2,ABCG4,ERLIN1,ERLIN2,RNF185,ABCG8,CFTR,ABCA6,ABCA7,UBA52,ABCA5,ABCA2,ABCC2,UBB,UBC,ABCC4,ABCC5,ABCC6,RNF5,ABCC1,ABCA8,ABCA9
Glucuronidation	R-HSA-156588	Reactome	UGT3A2,UGT3A1,UGT2A3,UGT2A2,UGT2A1,UGT1A8,UGT1A9,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A1,UGP2,UGT1A3,UGT1A10,ABHD10,UGT2B15,UGT2B17,UGT2B10,UGT2B11,UGT2B7,UGT2B4,UGDH,UGT2B28,SLC35D1
RNA Pol II CTD phosphorylation and interaction with CE	R-HSA-77075	Reactome	ERCC2,ERCC3,RNGTT,SUPT5H,RNMT,GTF2H3,GTF2H2,GTF2H1,GTF2H5,GTF2H4,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,MNAT1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,GTF2F2,CDK7,CCNH
IRE1alpha activates chaperones	R-HSA-381070	Reactome	ERN1,HSPA5
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	R-HSA-167160	Reactome	ERCC2,ERCC3,RNGTT,SUPT5H,RNMT,GTF2H3,GTF2H2,GTF2H1,GTF2H5,GTF2H4,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,MNAT1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,GTF2F2,CDK7,CCNH
Beta-oxidation of very long chain fatty acids	R-HSA-390247	Reactome	MLYCD,TUBA8,HSD17B4,ACOX1,ECI2,ACAA1,ACOT8,ABCD1,ACOT6,DECR2,ACOT4,EHHADH
Peroxisomal lipid metabolism	R-HSA-390918	Reactome	PECR,TUBA8,HACL1,CROT,SCP2,ACOXL,SLC25A17,ALDH3A2,ACAA1,ABCD1,SLC27A2,HSD17B4,CRAT,NUDT7,AMACR,ACOT8,ACOT6,ACOT4,NUDT19,EHHADH,PHYH,MLYCD,ACOX2,ACOX3,ACOX1,ECI2,ACBD5,ACBD4,DECR2,HAO2
Fatty acid metabolism	R-HSA-8978868	Reactome	PTGS2,PECR,ACADVL,PCCB,PRKAG2,PTGS1,ACOT12,CYP4F8,FAAH2,SLC25A17,CYP4F2,CYP4F3,NDUFAB1,NUDT19,PPT1,PPT2,CYP4F11,ACSM6,PRXL2B,ABCD1,CYP2C19,DBI,SETD4,PCCA,TBXAS1,CYP4F22,ALOXE3,ALOX5,PTGR1,PTGR2,SCD5,AMACR,SLC25A20,ACOT8,ACOT9,ACOT6,ACOT7,ACOT4,EHHADH,CYP4A22,ACOT1,MLYCD,ACOT13,PTGES3,ACSL3,ACSL1,ACSL6,ACSL4,ACSL5,ECHS1,PTGES2,MMAA,ACLY,EGFL8,HSD17B12,ACADS,ALDH3A2,ACSBG1,HTD2,PTGDS,ACADL,DPEP1,CYP2U1,DPEP3,THEM5,THEM4,SCD,CYP2C8,LTC4S,THRSP,PRKAB2,ACSF2,ACSF3,NUDT7,PTGES,HACD1,HADH,HACD3,HACD2,HACD4,CYP8B1,ELOVL6,ECI2,ECI1,ELOVL5,ELOVL2,GPX4,ELOVL1,ACSM3,DPEP2,CYP2J2,EPHX2,TUBA8,CROT,CYP4B1,ACOXL,HPGD,AKR1C3,CYP1B1,TECR,HACL1,FASN,MECR,ALOX12B,ACACA,MMUT,MCAT,FADS1,FADS2,SLC27A3,SLC27A2,CYP2C9,CYP1A1,CYP1A2,FAAH,ACOX2,ACOX3,ACOX1,ACOT2,SLC22A5,DECR2,DECR1,CPT2,ACSBG2,SCP2,PRKAA2,ACADM,ALOX15,ALOX5AP,ALOX12,LTA4H,ACAD10,ACAD11,AWAT1,GPX1,ELOVL7,HADHB,CBR4,OLAH,HADHA,CBR1,ELOVL4,MAPKAPK2,HSD17B8,ACAA2,ACAA1,GPX2,CHKB,TECRL,ACOT11,MCEE,HSD17B3,HSD17B4,SLC25A1,MID1IP1,ELOVL3,CPT1A,CPT1B,PTGIS,GGT1,GGT5,PLA2G4A,HPGDS,PHYH,CRAT,CYP4A11,PON1,PON3,PON2,ACBD7,ACBD6,ACBD5,ACBD4,ALOX15B,HAO2,ABCC1
Orc1 removal from chromatin	R-HSA-68949	Reactome	RPS27A,CDC6,SKP2,SKP1,CDT1,UBA52,CUL1,ORC6,ORC4,ORC5,ORC2,ORC3,ORC1,MCM7,MCM6,MCM5,MCM4,MCM3,MCM2,CCNA2,MCM8,CCNA1,CDK2,UBB,UBC,RBX1
superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis	PWY-7211	HumanCyc	NME1-NME2,RRM2,RRM1,CAD,CTPS2,CTPS1,CMPK1,CMPK2,RRM2B,NTPCR,UMPS,NME2P1,DUT,NME4,NME5,NME6,NME7,NME1,NME2,NME3,TYMS,DTYMK
DNA replication initiation	R-HSA-68952	Reactome	POLA2,POLA1,POLE,POLE4,PRIM1,POLE2,PRIM2,POLE3
glycine cleavage	GLYCLEAV-PWY	HumanCyc	GLDC,AMT,DLD
Intrinsic Pathway of Fibrin Clot Formation	R-HSA-140837	Reactome	F2,PRCP,KLKB1,F8,F9,KNG1,GP1BA,C1QBP,GP1BB,SERPING1,A2M,GP9,F12,GP5,VWF,F11,F10
Activation of RAC1	R-HSA-428540	Reactome	NCK1,NCK2,RAC1,ROBO1,SLIT2,SOS1,SOS2,PAK4,PAK5,PAK6,PAK1,PAK2,PAK3
pyrimidine deoxyribonucleotides biosynthesis from CTP	PWY-7210	HumanCyc	NME4,NME5,NME6,NME7,NME1,NME2,NME3,NME1-NME2,DCTD,TYMS,RRM2B,NME2P1,RRM1,DTYMK,NTPCR,RRM2
CDK-mediated phosphorylation and removal of Cdc6	R-HSA-69017	Reactome	ANAPC16,CDC26P1,RPS27A,UBE2D1,CDC6,CDC16,CCNA1,CCNE2,CCNE1,ANAPC11,ANAPC10,CDK2,UBE2E1,ANAPC1,CCNA2,ANAPC2,ANAPC5,ANAPC4,ANAPC7,CDC27,CDC26,UBE2C,FZR1,CDC23,ANAPC15,UBA52,UBB,UBC,UBE2S
Switching of origins to a post-replicative state	R-HSA-69052	Reactome	ANAPC16,ANAPC11,CDC26P1,RPS27A,UBE2D1,CDK2,CDC6,CDC16,CCNA1,ANAPC15,CCNE1,CDT1,ANAPC10,CUL1,ORC5,ORC6,UBE2E1,ORC4,CCNA2,ORC2,ORC3,ORC1,MCM7,MCM6,MCM5,MCM4,MCM3,MCM2,ANAPC1,SKP2,ANAPC2,ANAPC5,ANAPC4,ANAPC7,MCM8,SKP1,CDC27,CDC26,UBE2C,FZR1,CDC23,CCNE2,UBA52,UBB,UBC,RBX1,UBE2S
fatty acid &beta;-oxidation	FAO-PWY	HumanCyc	HADH,HSD17B10,ACAA2,HADHB,ACSL3,ACSL1,SCP2,ACAA1,ACSL4,ACSL5,EHHADH,ECHS1,ECI1,ACSL6,ACSBG1,ACSBG2,ECI2,ACADL,SLC27A2
Biosynthesis of E-series 18(R)-resolvins	R-HSA-9023661	Reactome	LTA4H,ALOX5,ALOX15,GPX4
Transfer of LPS from LBP carrier to CD14	R-HSA-166020	Reactome	LBP,CD14
Sodium/Calcium exchangers	R-HSA-425561	Reactome	SLC8B1,SLC24A4,SLC24A5,SLC24A2,SLC24A3,SLC24A1,SLC8A1,SLC8A3,SLC8A2
Response to elevated platelet cytosolic Ca2+	R-HSA-76005	Reactome	SYTL4,TIMP3,TIMP1,FAM3C,SCG3,CD36,CAP1,APLP2,TLN1,EGF,PECAM1,CALM2,CALM3,CALM1,MANF,TAGLN2,FGG,FGA,FGB,A1BG,WDR1,SOD1,LEFTY2,SCCPDH,TEX264,HRG,CTSW,RAB27B,ORM2,FN1,MAGED2,SERPING1,ISLR,APP,CYB5R1,ALB,QSOX1,PROS1,PDGFB,HABP4,SERPINE1,PPIAP22,APOH,THBS1,TTN,IGF2,PCYOX1L,IGF1,NHLRC2,VEGFD,VEGFA,VEGFC,VEGFB,TMX3,PLEK,ORM1,CD63,PSAP,PFN1,FLNA,VWF,GAS6,POTEKP,CYRIB,APOOL,ALDOA,STXBP3,STXBP2,A2M,SRGN,ITIH3,CD9,LHFPL2,ITGA2B,SPARC,LY6G6F,PPBP,ITIH4,PHACTR2,FERMT3,LAMP2,SERPINF2,CLU,F5,F8,CD109,KNG1,RARRES2,STX4,PLG,SPP2,TOR4A,PPIA,PF4,TGFB1,TGFB2,TGFB3,TMSB4X,ECM1,AHSG,F13A1,CDC37L1,SERPINA1,SERPINA3,SERPINA4,CLEC3B,MMRN1,SELENOP,APOA1,BRPF3,TF,HSPA5,PDGFA,ITGB3,ANXA5,PRKCA,PRKCB,VCL,PRKCG,LGALS3BP,OLA1,CFL1,GTPBP2,HGF,TUBA4A,ACTN2,ACTN1,ACTN4,ENDOD1,CFD,CALU,PCDH7,VTI1B,ABCC4,CHID1,SELP
EGFR Transactivation by Gastrin	R-HSA-2179392	Reactome	SOS1,PRKCA,NRAS,HRAS,EGFR,HBEGF,GRB2,KRAS,MMP3,MMP1
Arf1 pathway	arf_3pathway	PID	CD4,USO1,CYTH2,PLD2,RAC1,PIP5K1A,CLTB,ARFIP2,ARF1,AP2M1,GGA3,COPA,AP2A1,ARHGAP10,ARFGAP1,GOSR2,CLTA,KDELR1,GBF1,ASAP1
Signalling to RAS	R-HSA-167044	Reactome	SRC,NGF,SHC1,SOS1,SHC3,SHC2,HRAS,NRAS,NTRK1,RALB,MAPK14,GRB2,MAPK11,RALGDS,MAPKAPK3,MAPKAPK2,RALA,KRAS
LIF signaling	None	INOH	LIF,STAT3,SMAD4,SMAD1,IL6ST,JAK2,LIFR,JAK1,EP300,CREBBP
Role of ABL in ROBO-SLIT signaling	R-HSA-428890	Reactome	CLASP2,CLASP1,ROBO1,CAP1,CAP2,SLIT2,ABL1,ABL2
mRNA capping	PWY-7375-1	HumanCyc	CMTR2,RNGTT,CMTR1,RNMT
Unwinding of DNA	R-HSA-176974	Reactome	GINS2,GINS3,GINS1,GINS4,MCM7,MCM6,MCM5,MCM4,MCM3,MCM2,CDC45,MCM8
Keratinization	R-HSA-6805567	Reactome	KRT39,KRT38,TGM1,KLK12,KLK13,KRT32,KRT35,KRT34,KLK14,KRT36,PKP4,CASP14,PKP2,PKP1,CAPNS1,FURIN,DSC2,DSC3,DSC1,KRT31,PERP,CAPN1,RPTN,KRT28,KRT23,LIPK,LIPJ,LIPM,KRT27,KRT24,LIPN,KLK5,KLK8,KLK9,PI3,LELP1,CELA2A,LCE6A,PKP3,KRT5,LCE3E,ST14,SPRR1A,SPRR1B,LORICRIN,LCE1F,LCE1D,LCE1E,LCE1B,LCE1C,LCE1A,JUP,SPRR3,DSP,SPRR2E,SPRR2D,SPRR2G,SPRR2F,SPRR2A,SPRR2B,IVL,KRT17,LCE3D,KRT15,KRT14,KRT13,KRT12,KRT10,KRT19,KRT18,KRT75,KRT74,KRT77,KRT76,KRT71,KRT73,KRT72,KRT79,KRT78,KRT85,KRT3,KRT2,KRT1,TCHH,KRT7,LCE3B,CDSN,KRT4,KRT9,KRT8,KRT80,KRT81,KRT82,KRT83,KRT84,LCE3A,KRT86,LCE3C,KRT6B,KRT6C,KRT6A,DSG2,DSG3,DSG1,DSG4,CSTA,LCE2C,LCE2B,LCE2A,LCE2D,EVPL,KRT37,PRSS8,KAZN,KRT16,KRT33B,KRT33A,LCE5A,PPL,FLG,SPINK9,SPINK6,SPINK5,KRT20,KRT26,KRT40,KRT25,LCE4A,PCSK6
FMO oxidises nucleophiles	R-HSA-217271	Reactome	FMO2,FMO3,FMO1
Unfolded Protein Response (UPR)	R-HSA-381119	Reactome	MBTPS2,HSPA5,MBTPS1,EIF2AK3,CREB3,CREB3L2,CREB3L3,CREB3L1,EIF2S3,CREB3L4,CREBRF,ATF6,EIF2S1,ERN1,EIF2S2
FCERI mediated NF-kB activation	R-HSA-2871837	Reactome	IGLV2-8,IGLV4-3,IGKV5-2,IGLV5-45,IGHV3-11,IGHV3-13,IGKV1D-39,IGKC,IKBKG,IGKV1-33,IGKV3-11,IGKV1D-33,IGLV1-36,IGKV1-39,IGHV3-7,IGHV3-9,MAP3K7,IGLV11-55,IGLV10-54,IGHV2-70,IKBKB,IGKV1-5,IGLV1-40,IGLV3-21,IGLV3-22,IGLV1-44,IGLV3-25,IGLV3-27,IGKV3D-11,RASGRP2,RASGRP1,RASGRP4,IGKV1-12,NFKBIA,IGKV1-16,IGKV1-17,IGLV6-57,IGKV1D-16,IGLV1-47,IGKV1D-12,IGLV7-46,IGLV5-37,IGLV1-51,IGHV1-2,IGKV3-15,IGHV4-39,IGHV4-34,IGHV7-81,CHUK,IGKV3-20,IGHV3-48,IGKV2D-40,IGL,RELA,IGLV4-60,IGLV4-69,IGHE,IGKV4-1,IGLC6,IGLC7,IGLC2,IGLC3,IGLV2-33,IGHV2-5,IGLV3-12,IGLV3-16,IGLV3-19,IGKV3D-20,NFKB1,IGHV1-46,IGLV8-61,IGHV4-59,IGKV2D-28,IGHV3-23,IGLV2-23,LYN,IGLV3-1,IGKV2D-30,IGLV2-11,IGHV3-33,IGLV2-14,IGHV3-30,IGKV2-28,IGKV2-29,IGLV2-18,IGHV1-69,MALT1,TRAF6,CARD11,IGKV1D-42,IGKV2-30,PRKCQ,IGHV3-53,BCL10,IGLV7-43,TAB3,TAB2,TAB1
Organic cation transport	R-HSA-549127	Reactome	SLC22A18,SLC22A16,SLC22A15,SLC22A4,SLC22A5,SLC22A1,SLC22A2,SLC22A3
SLIT2:ROBO1 increases RHOA activity	R-HSA-8985586	Reactome	ROBO1,RHOA,MYO9B,SLIT2
VEGF	None	INOH	RYK,PRKAG1,PLK3,PRKAG2,IKBKB,AKT1,AKT2,AKT3,ARAF,IKBKG,IKBKE,TYK2,MAP3K8,MAP3K9,GRK6,MAP3K3,GRK4,MAP3K1,GRK2,NTRK1,MAP3K5,PLK1,CSNK1D,CSNK1E,IRAK2,PRKG1,WEE1,IRAK1,MAP3K21,PRKAG3,IRAK4,IGF1R,CAMK2D,CAMK2G,MAP4K2,CAMK2A,CAMK2B,CSNK1G2,CSNK1G3,SH2D2A,CSNK1G1,FGFR4,FGFR2,FGFR3,FGFR1,PRKAR2A,SYK,GSK3A,PTK2B,PLCG1,KIT,ELK1,BMPR2,PAK4,PAK5,PAK6,CCNH,PAK1,PAK2,ACVR1B,MAPKAPK5,GSK3B,MAPKAPK3,MAPKAPK2,MET,PIK3CB,MAP3K7,JAK2,JAK3,PIK3R1,PRKG2,GFRA1,NLK,CDC7,JAK1,ACVRL1,PRKAB2,CSK,PRKAB1,CDK7,CHUK,VEGFD,VEGFA,PRKCG,VEGFC,VEGFB,ITPR3,ITPR1,TGFBR1,RPS6KA1,RPS6KA2,RPS6KA3,CSNK1A1,RPS6KA6,MOS,BUB1B-PAK6,BMPR1A,MAP3K2,GRK7,CDK4,LCK,BTK,PDGFRB,PDGFRA,GRK5,PIK3CD,MKNK1,BMPR1B,GRK3,MAPK14,PRKAR2B,MAPK10,MAPK11,MAPK12,MAPK13,FLT4,RAF1,FLT1,TEC,RPS6KB1,RPS6KB2,MAPK3,MAPK1,MAPK7,MAPK8,MAPK9,KDR,TGFBR2,ACVR2B,MTOR,PRKAR1A,PRKAR1B,LTK,MNAT1,RIPK1,ALK,MAP2K2,TPTEP2-CSNK1E,INSR,BAD,ITK,CDK1,CDK2,CDK3,PRKACA,CDK5,CDK6,PRKACB,CDK8,CDK9,MAP2K6,MAP4K3,PTK2,ACVR1,ACVR2A,EGFR,PRKAA2,PRKAA1,MAP2K3,PLCG2,MAP2K1,RIPK2,MAP2K7,NGFR,MAP2K5,MAP2K4,PRKACG,AMHR2,FYN,ZAP70,PRKCI,PRKCH,PRKCA,PRKCB,PRKCE,PRKCD,SRC,PRKCZ,PIK3CA,PRKCQ,RIPK3,MAP3K10,MAP3K11,MAP3K12,MAP3K13,MAP3K14,BRAF,PDPK1
ECM proteoglycans	R-HSA-3000178	Reactome	MUSK,TGFB1,TGFB2,TGFB3,LAMC1,LAMA1,ACAN,ITGA8,HSPG2,VCAN,LAMA2,BGN,ITGA7,AGRN,LAMA3,LAMB1,ITGB5,LAMB2,IBSP,SERPINE1,LAMA5,DCN,TNN,NCAM1,ITGA9,ITGA2B,ASPN,TNR,TNXB,LUM,SPARC,FMOD,COMP,ITGA2,NCAN,ITGB1,BCAN,ITGB3,MATN3,LAMA4,MATN4,ITGB6,COL9A2,DMP1,COL9A3,COL9A1,DAG1,TNC,PTPRS,VTN,ITGAX,MATN1,LRP4,ITGAV,DSPP,HAPLN1
dolichyl-diphosphooligosaccharide biosynthesis	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	HumanCyc	ALG8,DPAGT1,ALG3,ALG1,ALG6,ALG5,ALG13,DPM3,DPM2,DPM1
Lysine metabolism	Lysine metabolism	EHMN	NUP88,NUP58,NUP133,ALDH3A1,NUP85,SMYD3,SETD1A,KMT5AP1,ALDH2,GCDH,EHMT1,OGDH,EHMT2,NUP62,AASS,NUP107,CERCAM,NUP42,NUP43,NUP188,SETD7,NUP214,DOT1L,NUP210,SETDB1,SETDB2,RANBP2,KMT2C,ASH1L,KMT5A,AADAT,NUP98,SUV39H1,NUP160,SUV39H2,NUP93,NUP50,ALDH9A1,ALDH7A1,ALDH1B1,SETD2,SHMT2,SHMT1,SLC25A21,OGDHL,NUP210L,NUP54,DLST,NUP62CL,NUP35,NUP37,NUP153,KARS1,PIPOX,NUP155,NSD1,NSD3,NSD2,NUP205,TMLHE
Nephrin family interactions	R-HSA-373753	Reactome	ASB15,SPTAN1,WASL,IQGAP1,SPTBN1,PIK3CA,PIK3CB,FYN,CASK,PIK3R2,PIK3R1,MAGI2,NPHS1,KIRREL2,KIRREL3,KIRREL1,ACTN3,ACTN2,ACTN1,NCK1,NCK2,ACTN4,CD2AP
Cell-Cell communication	R-HSA-1500931	Reactome	ASB15,PTK2B,KIRREL1,PARD6G,PIK3CA,PIK3CB,PARD6B,PARD6A,CDH9,CDH8,MAGI2,CDH1,CDH3,CDH2,CDH5,CDH4,CDH7,CDH6,SIRPG,SIRPA,CDH24,CRB3,KIRREL2,KIRREL3,RSU1,TESK1,PALS1,PTPN11,CD2AP,GRB2,TYROBP,PKHD1,ITGB1,SKAP2,SPTAN1,ITGA6,CD151,FBLIM1,LAMB3,CLDN8,CLDN9,JUP,PIK3R2,PIK3R1,CLDN1,CLDN2,CLDN3,CLDN4,CLDN5,CLDN6,CLDN7,SDK1,SDK2,DST,PLEC,NPHS1,LAMC2,PTPN6,F11R,ANG,ARHGEF6,SIRPB1,FLNA,FLNC,CLDN12,CLDN10,CLDN11,CLDN16,CLDN17,CLDN14,CLDN15,CLDN18,CLDN19,ILK,PTK2,CTNND1,PVR,CASK,NECTIN2,NECTIN3,NECTIN1,NECTIN4,PARVB,PARVA,CADM2,CADM3,CADM1,SRC,LAMA3,FERMT2,COL17A1,CTNNB1,AFDN,CDH11,CDH10,CDH13,CDH12,CDH15,CDH17,CDH18,LIMS2,LIMS1,WASL,PATJ,FYB1,IQGAP1,SPTBN1,FYN,PXN,PRKCI,ITGB4,CLDN23,CLDN22,CD47,CLDN20,VASP,CTNNA1,ACTN3,ACTN2,ACTN1,PARD3,NCK1,NCK2,ACTN4
phenylalanine degradation/tyrosine biosynthesis	PHENYLALANINE-DEG1-PWY	HumanCyc	PAH,QDPR,PCBD2,PCBD1
Selenoamino acid metabolism	Selenoamino acid metabolism	EHMN	NUP88,NUP62CL,NUP133,NUP85,FMO6P,CBSL,NUP62,NUP98,NUP42,NUP43,NUP188,NUP214,NUP210,RANBP2,FMO2,FMO3,FMO1,MAT2A,NUP155,FMO4,FMO5,SLC13A1,NUP160,NUP93,AHCYL1,NUP50,NUP210L,NUP54,NUP58,NUP35,NUP37,NUP153,CBS,NUP107,MAT2B,NUP205
Formation of the HIV-1 Early Elongation Complex	R-HSA-167158	Reactome	NCBP1,NCBP2,NELFB,ERCC2,NELFA,NELFE,SUPT5H,ERCC3,GTF2H3,GTF2H2,GTF2H1,GTF2H5,GTF2H4,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,MNAT1,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,SUPT4H1,CDK7,CCNH
Invadopodia formation	R-HSA-8941237	Reactome	ADAM19,ADAM12,SH3PXD2A,ADAM15
Synthesis, secretion, and deacylation of Ghrelin	R-HSA-422085	Reactome	SEC11A,SEC11C,PCSK1,SPCS1,SPCS2,GHRL,SPCS3,PLA2G7,BCHE,MBOAT4,ACHE
IL4	Pathway_IL4	NetPath	PTK2,PIK3CD,JAK2,NFKBIA,IKBKB,PLCG2,BAD,H3C13,H3C14,IRS2,TYK2,STAM,SHC1,NCOA3,CEBPA,SPI1,STAT3,STAT1,PIK3CA,RPS6KB1,GRK3,MAPK11,DOK2,MAPK3,ETS1,H3-4,JAK3,PIK3R1,JAK1,NFKB1,MAPK8,PIK3R2,CEBPB,IL4R,STAT6,CXCR4,CD40,CHUK,PRKCZ,FES,SND1,SOCS1,EP300,PTPN6,MAPK14,IL13RA1,IL2RG,INPP5D,AKT1,SYK,GRB2,PTPN11,IL13,IRS1,CBL,STAT5B,IL4,ELK1,MAPK1,ATF2,PRKCD,CREBBP,H3C15
Formation of the active cofactor, UDP-glucuronate	R-HSA-173599	Reactome	UGDH,SLC35D1,UGP2
Formation of the Early Elongation Complex	R-HSA-113418	Reactome	NCBP1,NCBP2,NELFB,ERCC2,NELFA,NELFE,SUPT5H,ERCC3,GTF2H3,GTF2H2,GTF2H1,GTF2H5,GTF2H4,POLR2E,POLR2D,POLR2G,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,MNAT1,CTDP1,POLR2I,POLR2H,POLR2K,POLR2J,GTF2F1,NELFCD,GTF2F2,SUPT4H1,CDK7,CCNH
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	R-HSA-936964	Reactome	IRF3,TICAM1,TICAM2,TRAF3,TANK,TBK1,CD14,TLR4,IKBKE,LY96,IRF7
Polymerase switching	R-HSA-69091	Reactome	PCNA,POLA2,POLA1,RFC5,RFC4,RFC1,RFC3,RFC2,POLD1,POLD2,POLD3,POLD4,PRIM2,PRIM1
